breed,filename,source,full_path
Siamese,Siamese_989.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_989.jpg
Ragdoll,Ragdoll_1811.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1811.jpg
Persian,Persian_764.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_764.jpg
Ragdoll,Ragdoll_528.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_528.jpg
Siamese,Siamese_1113.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1113.jpg
Siamese,Siamese_208.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_208.jpg
Siamese,Siamese_1992.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1992.jpg
Siamese,Siamese_2431.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_2431.jpg
Bombay,Bombay_121.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Bombay\Bombay_121.jpg
Ragdoll,Ragdoll_1198.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1198.jpg
Ragdoll,Ragdoll_2268.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_2268.jpg
Persian,Persian_213.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_213.jpg
British Shorthair,British Shorthair_223.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_223.jpg
Russian Blue,Russian Blue_1369.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1369.jpg
Maine Coon,Maine Coon_274.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_274.jpg
Russian Blue,Russian Blue_1033.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1033.jpg
Persian,Persian_1683.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1683.jpg
Russian Blue,Russian Blue_1635.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1635.jpg
Bombay,Bombay_619.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_619.jpg
Ragdoll,Ragdoll_490.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_490.jpg
Persian,Persian_3092.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3092.jpg
Maine Coon,Maine Coon_7.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_7.jpg
Persian,Persian_3247.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3247.jpg
British Shorthair,British Shorthair_70.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_70.jpg
Bengal,Bengal_1134.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1134.jpg
Persian,Persian_78.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Persian\Persian_78.jpg
Siamese,Siamese_1556.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1556.jpg
Siamese,Siamese_2806.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_2806.jpg
Russian Blue,Russian Blue_599.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_599.jpg
Maine Coon,Maine Coon_1147.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_1147.jpg
British Shorthair,British Shorthair_94.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_94.jpg
Persian,Persian_3759.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3759.jpg
Bengal,Bengal_846.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_846.jpg
Bombay,Bombay_175.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Bombay\Bombay_175.jpg
Maine Coon,Maine Coon_53.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_53.jpg
Maine Coon,Maine Coon_264.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_264.jpg
Siamese,Siamese_1116.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1116.jpg
Persian,Persian_3686.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3686.jpg
Siamese,Siamese_2821.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_2821.jpg
Siamese,Siamese_1096.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1096.jpg
Siamese,Siamese_2886.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_2886.jpg
Maine Coon,Maine Coon_595.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_595.jpg
Persian,Persian_1765.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1765.jpg
Bengal,Bengal_1408.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1408.jpg
Persian,Persian_1222.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1222.jpg
British Shorthair,British_Shorthair_162.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\British Shorthair\British_Shorthair_162.jpg
Russian Blue,Russian Blue_308.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_308.jpg
Bengal,Bengal_103.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Bengal\Bengal_103.jpg
British Shorthair,British_Shorthair_32.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\British Shorthair\British_Shorthair_32.jpg
Russian Blue,Russian Blue_1870.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1870.jpg
Ragdoll,Ragdoll_1729.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1729.jpg
Ragdoll,Ragdoll_2412.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_2412.jpg
Bombay,Bombay_1377.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_1377.jpg
Ragdoll,Ragdoll_2239.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_2239.jpg
Ragdoll,Ragdoll_1906.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1906.jpg
Bengal,Bengal_2261.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_2261.jpg
Siamese,Siamese_872.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_872.jpg
Persian,Persian_1375.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1375.jpg
Bombay,Bombay_1515.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_1515.jpg
Ragdoll,Ragdoll_1971.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1971.jpg
Bengal,Bengal_1853.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1853.jpg
Ragdoll,Ragdoll_812.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_812.jpg
Siamese,Siamese_750.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_750.jpg
Bengal,Bengal_2294.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_2294.jpg
Persian,Persian_1818.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1818.jpg
Bengal,Bengal_465.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_465.jpg
Siamese,Siamese_2275.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_2275.jpg
Siamese,Siamese_959.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_959.jpg
Ragdoll,Ragdoll_2408.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_2408.jpg
Siamese,Siamese_2153.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_2153.jpg
Bengal,Bengal_464.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_464.jpg
Russian Blue,Russian Blue_522.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_522.jpg
Persian,Persian_2892.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_2892.jpg
Siamese,Siamese_463.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_463.jpg
Persian,Persian_1672.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1672.jpg
Bengal,Bengal_1192.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1192.jpg
Maine Coon,Maine Coon_1214.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_1214.jpg
Ragdoll,Ragdoll_1083.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1083.jpg
Russian Blue,Russian Blue_855.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_855.jpg
British Shorthair,British Shorthair_235.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_235.jpg
Ragdoll,Ragdoll_1680.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1680.jpg
Persian,Persian_1771.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1771.jpg
Ragdoll,Ragdoll_37.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Ragdoll\Ragdoll_37.jpg
Bengal,Bengal_1184.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1184.jpg
Persian,Persian_2724.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_2724.jpg
Maine Coon,Maine Coon_665.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_665.jpg
Bombay,Bombay_1193.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_1193.jpg
British Shorthair,British Shorthair_565.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_565.jpg
Bombay,Bombay_1376.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_1376.jpg
Persian,Persian_2595.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_2595.jpg
Persian,Persian_3718.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3718.jpg
Bengal,Bengal_754.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_754.jpg
Ragdoll,Ragdoll_153.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Ragdoll\Ragdoll_153.jpg
Persian,Persian_1931.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1931.jpg
Persian,Persian_3267.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3267.jpg
Bengal,Bengal_125.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_125.jpg
Bengal,Bengal_1918.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1918.jpg
Bengal,Bengal_2060.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_2060.jpg
Persian,Persian_2184.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_2184.jpg
Bombay,Bombay_747.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_747.jpg
Siamese,Siamese_620.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_620.jpg
Siamese,Siamese_1071.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1071.jpg
Russian Blue,Russian Blue_642.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_642.jpg
Siamese,Siamese_447.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_447.jpg
Bombay,Bombay_1318.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_1318.jpg
Bombay,Bombay_169.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Bombay\Bombay_169.jpg
Russian Blue,Russian Blue_1584.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1584.jpg
Ragdoll,Ragdoll_177.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Ragdoll\Ragdoll_177.jpg
Ragdoll,Ragdoll_1810.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_1810.jpg
British Shorthair,British_Shorthair_64.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\British Shorthair\British_Shorthair_64.jpg
Persian,Persian_98.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_98.jpg
Siamese,Siamese_654.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_654.jpg
Persian,Persian_3375.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3375.jpg
Persian,Persian_1802.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_1802.jpg
Russian Blue,Russian Blue_1477.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1477.jpg
Bengal,Bengal_2305.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_2305.jpg
Russian Blue,Russian Blue_1053.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1053.jpg
Russian Blue,Russian Blue_1193.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1193.jpg
Siamese,Siamese_622.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_622.jpg
Russian Blue,Russian Blue_1668.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_1668.jpg
Ragdoll,Ragdoll_55.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_55.jpg
British Shorthair,British Shorthair_384.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_384.jpg
Bengal,Bengal_1667.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1667.jpg
British Shorthair,British Shorthair_24.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_24.jpg
Bengal,Bengal_1789.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1789.jpg
Siamese,Siamese_363.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_363.jpg
Russian Blue,Russian Blue_487.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Russian Blue\Russian Blue_487.jpg
Ragdoll,Ragdoll_2183.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_2183.jpg
Bombay,Bombay_1064.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_1064.jpg
Bengal,Bengal_655.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_655.jpg
Maine Coon,Maine Coon_779.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_779.jpg
Maine Coon,Maine Coon_1226.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_1226.jpg
Siamese,Siamese_1422.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1422.jpg
Maine Coon,Maine Coon_699.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_699.jpg
Bengal,Bengal_2437.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_2437.jpg
Maine Coon,Maine Coon_613.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_613.jpg
Bengal,Bengal_833.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_833.jpg
Siamese,Siamese_1339.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1339.jpg
Bengal,Bengal_148.jpg,oxfordiit,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\OxfordIIT\images\Bengal\Bengal_148.jpg
Maine Coon,Maine Coon_1088.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_1088.jpg
British Shorthair,British Shorthair_457.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\British Shorthair\British Shorthair_457.jpg
Maine Coon,Maine Coon_471.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_471.jpg
Maine Coon,Maine Coon_594.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Maine Coon\Maine Coon_594.jpg
Siamese,Siamese_961.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_961.jpg
Siamese,Siamese_926.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_926.jpg
Siamese,Siamese_1553.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_1553.jpg
Persian,Persian_3486.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Persian\Persian_3486.jpg
Ragdoll,Ragdoll_2100.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Ragdoll\Ragdoll_2100.jpg
Siamese,Siamese_830.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Siamese\Siamese_830.jpg
Bengal,Bengal_1976.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bengal\Bengal_1976.jpg
Bombay,Bombay_974.jpg,kaggle,C:\Users\jbats\Desktop\Projects\Classes\MultiLayerPurrceptron\Datacleaning\Kaggle\images\Bombay\Bombay_974.jpg
